,pos_X,pos_Y
0,600,1079
1,600,1079
2,600,1079
3,600,1079
4,600,1079
5,600,1079
6,600,1079
7,600,1079
8,600,1079
9,600,1079
10,600,1079
11,600,1079
12,600,1079
13,600,1079
14,635,1079
15,666,1079
16,696,1079
17,726,1079
18,756,1079
19,784,1079
20,808,1079
21,832,1079
22,856,1079
23,881,1079
24,905,1079
25,929,1079
26,953,1079
27,975,1079
28,996,1079
29,1017,1079
30,1041,1079
31,1061,1079
32,1081,1079
33,1100,1062
34,1121,1036
35,1137,1013
36,1153,990
37,1158,974
38,1162,958
39,1166,942
40,1170,926
41,1172,911
42,1174,896
43,1178,880
44,1182,864
45,1186,850
46,1190,836
47,1193,824
48,1193,824
49,1193,824
50,1196,813
51,1199,802
52,1201,791
53,1203,780
54,1207,769
55,1211,758
56,1214,749
57,1217,740
58,1220,730
59,1220,730
60,1220,730
61,1220,730
62,1222,720
63,1224,710
64,1228,700
65,1233,689
66,1237,679
67,1241,669
68,1244,658
69,1248,647
70,1252,636
71,1256,625
72,1261,614
73,1266,603
74,1271,592
75,1275,582
76,1279,572
77,1283,562
78,1288,551
79,1292,541
80,1296,531
81,1301,520
82,1305,509
83,1309,498
84,1313,486
85,1317,475
86,1321,464
87,1325,453
88,1330,443
89,1335,433
90,1340,422
91,1345,411
92,1351,400
93,1357,389
94,1363,381
95,1363,381
96,1363,381
97,1363,381
98,1363,381
99,1363,381
100,1363,381
101,1363,381
102,1363,381
103,1363,381
104,1363,381
105,1363,381
106,1363,381
107,1363,381
108,1363,381
109,1363,381
110,1363,381
111,1363,381
112,1363,381
113,1363,381
114,1363,381
115,1363,381
116,1363,381
117,1363,381
118,1300,367
119,1237,353
120,1175,339
121,1114,326
122,1053,313
123,998,302
124,945,291
125,892,280
126,840,268
127,789,258
128,756,261
129,723,264
130,692,268
131,659,271
132,629,275
133,599,279
134,569,283
135,540,288
136,511,293
137,487,298
138,487,298
139,487,298
140,487,298
141,487,298
142,487,298
143,487,298
144,487,298
145,487,298
146,487,298
147,487,298
148,487,298
149,487,298
150,487,298
151,487,298
152,487,298
153,487,298
154,487,298
155,487,298
156,487,298
157,487,298
158,487,298
159,487,298
160,487,298
161,487,298
162,487,298
163,487,298
164,487,298
165,487,298
166,487,298
167,492,334
168,499,369
169,506,404
170,516,438
171,525,473
172,537,505
173,549,537
174,564,570
175,576,604
176,588,638
177,604,667
178,615,681
179,626,695
180,626,695
181,626,695
182,626,695
183,626,695
184,626,695
185,626,695
186,626,695
187,626,695
188,626,695
189,626,695
