,pos_X,pos_Y
0,31,327
1,31,327
2,31,327
3,31,327
4,31,327
5,31,327
6,31,327
7,31,327
8,31,327
9,31,327
10,31,327
11,31,327
12,31,327
13,31,327
14,31,327
15,31,327
16,31,327
17,31,327
18,31,327
19,31,327
20,31,327
21,31,327
22,28,323
23,25,319
24,25,319
25,25,319
26,25,319
27,24,323
28,24,326
29,24,329
30,24,332
31,24,335
32,24,335
33,24,338
34,24,341
35,24,344
36,24,347
37,24,350
38,24,353
39,24,356
40,24,359
41,24,362
42,24,365
43,25,368
44,25,370
45,25,372
46,25,374
47,25,376
48,25,378
49,25,380
50,25,382
51,25,384
52,25,386
53,25,388
54,25,390
55,25,393
56,25,393
57,25,393
58,25,393
59,25,393
60,25,393
61,25,393
62,25,393
63,25,393
64,25,393
65,25,393
66,24,394
67,23,395
68,23,395
69,23,395
70,18,395
71,13,395
72,9,395
73,5,395
74,0,395
75,0,395
76,0,395
77,0,395
78,0,395
79,0,395
80,0,395
81,0,395
82,0,395
83,0,396
84,0,397
85,0,398
86,0,399
87,0,400
88,0,401
89,0,402
90,0,403
91,0,404
92,0,405
93,0,406
94,0,407
95,0,408
96,0,409
97,0,410
98,0,411
99,0,412
100,0,413
101,0,414
102,0,415
103,0,416
104,0,417
105,0,418
106,0,419
107,0,420
108,0,421
109,0,422
110,0,423
111,0,424
112,0,425
113,0,426
114,0,427
115,0,428
116,0,429
117,0,430
118,0,431
119,0,431
120,0,432
121,0,431
122,0,431
123,0,431
124,0,431
125,0,431
126,0,431
127,0,431
128,0,431
129,0,431
130,0,431
131,0,431
132,0,431
133,0,431
134,0,431
135,0,431
136,0,431
137,0,431
138,0,432
139,0,433
140,1,434
141,4,435
142,7,436
143,10,437
144,13,438
145,16,439
146,19,440
147,19,440
148,19,440
149,19,440
150,19,440
151,19,440
152,18,443
153,18,443
154,18,443
155,18,443
156,18,443
157,18,443
158,18,443
159,18,443
160,18,443
161,18,443
162,18,443
163,18,443
164,18,443
165,18,443
166,18,443
167,24,446
168,24,446
169,24,446
170,24,446
171,24,446
172,24,446
173,24,446
174,24,446
175,24,446
176,24,446
177,24,446
178,24,446
179,24,446
180,24,446
181,24,446
182,24,446
183,24,446
184,24,446
185,24,446
186,24,446
187,24,446
188,24,446
189,24,446
190,24,446
191,24,446
192,24,446
193,24,446
194,24,446
195,24,446
196,24,446
197,24,446
198,23,445
199,22,445
200,21,444
201,20,443
202,19,443
203,18,442
204,16,441
205,14,440
206,12,439
207,11,438
208,10,437
209,9,436
210,8,435
211,7,434
212,6,433
213,5,432
214,4,431
215,3,430
216,2,429
217,1,428
218,0,427
219,0,425
220,0,423
221,0,422
222,0,421
223,0,420
224,0,419
225,0,418
226,0,417
227,0,416
228,0,415
229,0,414
230,0,413
231,0,412
232,0,411
233,0,410
234,0,409
235,0,408
236,0,407
237,0,406
238,0,405
239,0,404
240,0,403
241,0,402
242,0,401
243,0,400
244,0,399
245,0,398
246,0,397
247,0,396
248,0,395
249,1,394
250,3,393
251,5,392
252,7,390
253,8,388
254,10,384
255,10,384
256,10,384
257,10,384
258,11,383
259,12,382
260,13,381
261,14,380
262,15,379
263,16,378
264,17,377
265,18,376
266,19,375
267,20,374
268,21,373
269,22,372
270,23,371
271,24,370
272,25,369
273,26,368
274,27,367
275,28,366
276,29,365
277,30,364
278,31,363
279,32,362
280,33,361
281,34,360
282,36,359
283,35,358
284,35,356
285,33,353
286,29,350
287,29,350
288,29,350
289,29,350
290,29,350
291,29,350
292,29,350
293,29,350
294,29,350
295,29,350
296,29,350
297,29,350
298,29,350
299,29,350
300,29,350
301,29,350
302,21,334
303,21,333
304,21,333
305,21,333
306,21,333
307,21,333
308,21,333
309,21,333
310,21,333
311,20,336
312,19,341
313,19,345
314,19,347
315,19,347
316,19,347
317,20,355
318,32,391
319,38,425
320,56,455
321,75,483
322,116,510
323,197,530
324,207,533
325,297,553
326,338,569
327,337,569
328,336,569
329,335,569
330,334,569
331,333,569
332,332,569
333,331,569
334,330,569
335,329,569
336,328,569
337,327,569
338,326,569
339,325,569
340,324,569
341,323,569
342,322,569
343,321,569
344,320,569
345,319,569
346,318,569
347,317,569
348,316,569
349,316,569
350,315,570
351,314,571
352,313,572
353,312,573
354,311,574
355,310,575
356,310,575
357,310,575
358,310,575
359,310,575
360,310,575
361,310,575
362,310,575
363,309,575
364,308,575
365,307,575
366,307,575
367,307,575
368,307,575
369,306,575
370,305,575
371,304,575
372,304,575
373,304,575
374,304,575
375,303,576
376,303,576
377,303,576
