,pos_X,pos_Y
0,783,165
1,776,161
2,770,157
3,764,153
4,758,149
5,753,144
6,757,142
7,761,140
8,765,138
9,765,138
10,765,138
11,765,138
12,765,138
13,771,141
14,778,144
15,785,147
16,792,150
17,799,153
18,807,156
19,815,159
20,823,162
21,832,166
22,841,170
23,850,174
24,860,179
25,870,185
26,881,190
27,892,195
28,903,194
29,914,193
30,926,198
31,938,202
32,950,206
33,963,210
34,976,214
35,989,218
36,1002,222
37,1016,227
38,1032,233
39,1051,239
40,1072,246
41,1093,253
42,1114,260
43,1138,270
44,1162,280
45,1183,287
46,1207,297
47,1228,304
48,1249,311
49,1270,318
50,1291,325
51,1314,329
52,1340,335
53,1364,345
54,1390,351
55,1390,351
56,1390,351
57,1390,351
58,1390,351
59,1390,351
60,1390,351
61,1390,351
62,1390,351
63,1390,351
64,1390,351
65,1390,351
66,1390,351
67,1390,351
68,1390,351
69,1390,351
70,1390,351
71,1390,351
72,1390,351
73,1390,345
74,1390,340
75,1390,335
76,1390,329
77,1390,323
78,1390,317
79,1390,311
80,1390,305
81,1390,299
82,1390,293
83,1390,287
84,1390,281
85,1390,275
86,1390,269
87,1390,263
88,1390,257
89,1390,251
90,1390,245
91,1390,239
92,1391,233
93,1393,227
94,1395,221
95,1397,215
96,1399,209
97,1401,203
98,1402,197
99,1403,191
100,1405,185
101,1407,179
102,1409,173
103,1411,167
104,1413,161
105,1415,155
106,1417,149
107,1419,143
108,1421,137
109,1423,131
110,1425,125
111,1427,119
112,1429,113
113,1431,107
114,1431,107
115,1431,107
116,1431,107
117,1431,107
118,1431,107
119,1431,107
120,1431,107
121,1431,107
122,1431,107
123,1431,107
124,1431,107
125,1431,107
126,1431,107
127,1431,107
128,1431,107
129,1431,107
130,1431,107
131,1431,107
132,1431,107
133,1424,107
134,1416,106
135,1408,105
136,1400,105
137,1391,105
138,1381,105
139,1372,105
140,1363,104
141,1355,103
142,1346,102
143,1337,101
144,1315,98
145,1305,97
146,1295,96
147,1280,95
148,1265,94
149,1243,91
150,1224,89
151,1209,88
152,1193,86
153,1177,84
154,1152,79
155,1152,79
156,1152,79
157,1152,79
158,1127,74
159,1127,74
160,1127,74
161,1102,69
162,1077,64
163,1077,64
164,1077,64
165,1077,64
166,1077,64
167,1077,64
168,1067,63
169,1064,60
170,1061,58
171,1058,55
172,1055,52
173,1052,49
174,1049,46
175,1046,43
176,1043,40
177,1040,38
178,1037,35
179,1034,33
180,1031,30
181,1028,28
182,1025,25
183,1019,24
184,1016,21
185,1013,18
186,1010,15
187,1004,14
188,1001,11
189,998,8
190,990,7
191,990,7
192,990,7
193,980,9
194,970,11
195,959,12
196,946,14
197,924,11
198,920,8
199,917,4
200,912,0
201,899,0
202,885,0
203,872,3
204,854,9
205,836,15
206,818,21
207,793,27
208,773,34
209,755,40
210,735,47
211,712,57
212,712,57
213,712,57
214,712,57
215,712,57
216,712,57
217,687,63
218,662,69
219,662,69
220,662,69
221,662,69
222,662,69
223,662,69
224,662,69
225,662,69
226,662,69
227,662,69
228,662,69
229,662,69
230,637,75
231,637,75
232,637,75
233,637,75
234,637,75
235,637,75
236,637,75
237,637,75
238,637,75
239,637,75
240,637,75
241,637,75
242,637,75
243,637,75
244,637,75
245,637,75
246,637,75
247,637,75
248,637,75
249,637,75
250,637,75
251,637,75
252,637,75
253,634,88
254,630,100
255,627,113
256,625,127
257,624,143
258,623,159
259,620,174
260,618,191
261,614,208
262,610,225
263,606,242
264,602,259
265,600,276
266,598,293
267,596,310
268,594,327
269,592,344
270,591,360
271,590,376
272,589,392
273,588,408
274,585,431
275,582,454
276,579,477
277,574,503
278,574,503
279,574,503
280,578,526
281,582,549
282,586,572
283,593,593
284,600,614
285,607,635
286,617,654
287,624,675
288,630,694
289,630,694
290,630,694
291,630,694
292,630,694
293,630,694
294,630,694
295,630,694
296,630,694
297,630,694
298,630,694
299,630,694
300,630,694
301,630,694
302,630,694
303,630,694
304,630,694
305,630,694
