,pos_X,pos_Y
0,177,123
1,176,122
2,176,122
3,176,121
4,175,121
5,175,122
6,175,122
7,175,122
8,175,121
9,175,121
10,175,121
11,174,121
12,175,122
13,175,121
14,175,121
15,175,121
16,174,121
17,176,125
18,175,125
19,175,125
20,175,125
21,174,125
22,174,125
23,173,124
24,173,119
25,174,110
26,172,101
27,178,77
28,169,72
29,168,72
30,169,71
31,167,71
32,169,71
33,171,71
34,170,70
35,169,71
36,169,71
37,169,70
38,168,70
39,169,69
40,168,69
41,169,69
42,164,69
43,181,67
44,183,68
45,180,67
46,179,68
47,180,68
48,181,68
49,181,68
50,180,69
51,176,69
52,184,72
53,182,74
54,175,79
55,175,114
56,175,115
57,175,115
58,174,115
59,174,116
60,175,116
61,174,117
62,175,117
63,175,117
64,176,117
65,254,99
66,254,98
67,175,115
68,176,117
69,177,118
70,179,118
71,180,118
72,181,118
73,179,118
74,178,117
75,176,117
76,176,117
77,175,118
78,176,117
79,176,118
80,167,117
81,154,122
82,131,98
83,130,98
84,130,98
85,131,98
86,130,98
87,125,103
88,120,104
89,120,104
90,121,102
91,120,102
92,119,106
93,118,103
94,118,103
95,116,114
96,115,111
97,116,115
98,116,112
99,118,107
100,119,108
101,118,108
102,118,112
103,120,105
104,119,110
105,119,109
106,119,109
107,119,110
108,120,109
109,121,108
110,123,105
111,124,112
112,126,114
113,126,111
114,125,111
115,125,108
116,124,111
117,123,110
118,146,132
119,136,104
120,165,124
121,175,121
122,175,121
123,175,120
124,175,121
125,175,120
126,174,120
127,175,121
128,176,119
129,176,119
130,176,119
131,176,119
132,178,120
133,178,120
134,179,120
135,178,120
136,178,120
137,177,120
138,176,119
139,176,120
140,177,120
141,178,120
142,179,120
143,180,120
144,180,120
145,183,121
146,211,130
147,210,129
148,212,129
149,212,129
150,214,129
151,231,100
152,215,130
153,216,130
154,217,129
155,217,129
156,216,129
157,215,130
158,215,130
159,215,130
160,214,129
161,213,129
162,210,129
163,209,129
164,209,129
165,207,129
166,205,128
167,209,129
168,210,132
169,214,133
170,216,134
171,216,135
172,215,134
173,216,135
174,215,135
175,215,134
176,215,135
177,214,135
178,216,135
179,216,134
180,216,134
181,215,134
182,215,135
183,213,134
184,212,134
185,212,133
186,211,134
187,212,133
188,212,133
189,211,133
190,211,134
191,211,133
192,212,133
193,212,132
194,212,133
195,212,133
196,214,133
197,216,133
198,217,133
199,217,134
200,217,134
201,217,133
202,214,133
203,212,133
204,212,132
205,209,133
206,206,134
207,202,139
208,202,138
209,203,138
210,203,138
211,204,138
212,204,138
213,204,138
214,203,139
215,203,137
216,202,137
217,200,137
218,182,145
219,174,158
220,172,166
221,174,166
222,174,165
223,174,166
224,173,165
225,172,165
226,175,165
227,173,164
228,174,164
229,172,164
230,171,163
231,171,163
232,169,165
233,155,164
234,155,165
235,155,165
236,155,164
237,155,164
238,155,164
239,157,165
240,157,165
241,155,164
242,158,164
243,159,164
244,159,163
245,159,164
246,154,162
247,154,161
248,152,157
249,153,156
250,152,152
251,161,149
252,174,143
253,176,127
254,176,121
255,178,117
256,179,114
257,179,114
258,178,114
259,178,113
260,178,114
261,178,113
262,178,113
263,178,112
264,178,112
265,180,114
266,180,114
267,180,113
268,179,113
269,178,112
270,179,113
271,178,113
272,179,115
273,179,115
274,179,115
275,176,114
276,179,114
277,170,124
278,173,134
279,169,138
280,118,133
281,116,130
282,239,125
283,183,100
284,191,72
285,190,65
286,190,64
287,190,64
288,189,64
289,189,64
290,189,63
291,189,63
292,187,62
293,188,61
294,188,60
295,185,59
296,184,59
297,185,58
298,186,58
299,187,59
300,190,58
301,179,57
302,178,57
303,176,59
304,175,58
305,175,57
306,175,57
307,177,58
308,176,57
309,177,56
310,179,56
311,178,56
312,178,56
313,178,56
314,178,57
315,179,57
316,182,59
317,177,63
318,179,67
319,176,97
320,179,102
321,179,103
322,178,103
323,179,103
324,179,103
325,179,104
326,180,104
327,180,105
328,179,105
329,180,105
330,180,105
331,180,105
332,180,105
333,181,105
334,181,105
335,181,105
336,182,105
337,182,106
338,183,106
339,183,106
340,183,106
341,182,106
342,181,105
343,180,105
344,179,104
345,179,105
346,180,104
347,179,104
348,178,103
349,178,102
350,179,102
351,179,102
352,179,102
353,178,102
354,178,102
355,177,103
356,176,103
357,176,103
358,176,103
359,175,103
360,176,103
361,176,103
362,176,104
363,176,104
364,175,104
365,174,103
366,173,103
367,173,103
368,173,104
369,173,104
370,174,104
371,174,103
372,174,103
373,173,103
374,169,102
375,165,103
376,162,103
377,108,103
378,1,0
