,pos_X,pos_Y
0,1234,339
1,1235,340
2,1252,360
3,1243,381
4,1217,388
5,1202,388
6,1204,390
7,1219,433
8,1204,450
9,1165,440
10,1155,423
11,1170,441
12,1168,483
13,1134,492
14,1123,490
15,1129,500
16,1147,565
17,1119,587
18,1087,576
19,1081,563
20,1099,605
21,1076,637
22,1026,623
23,1009,598
24,1008,613
25,973,633
26,919,617
27,905,607
28,904,641
29,890,665
30,867,660
31,841,621
32,841,613
33,830,622
34,777,617
35,752,583
36,772,571
37,772,598
38,709,624
39,662,593
40,672,519
41,691,522
42,705,566
43,680,588
44,620,571
45,594,546
46,608,516
47,626,460
48,618,423
49,614,427
50,638,447
51,689,445
52,709,400
53,697,351
54,673,354
55,664,377
56,678,415
57,702,433
58,734,401
59,741,383
60,740,383
61,736,383
62,715,381
63,700,362
64,703,328
65,721,293
66,743,286
67,780,280
68,799,263
69,798,244
70,784,226
71,776,227
72,768,236
73,764,257
74,761,279
75,783,309
76,814,329
77,850,329
78,885,313
79,910,292
80,927,280
81,944,264
82,961,253
83,987,244
84,1019,238
85,1057,234
86,1082,233
87,1101,233
88,1116,236
89,1135,239
90,1165,250
91,1175,261
92,1177,262
93,1175,267
94,1177,269
95,1179,275
96,1181,285
97,1182,294
98,1180,306
99,1177,321
100,1173,336
101,1165,358
102,1167,367
103,1169,368
104,1171,370
105,1173,375
106,1174,381
107,1169,394
108,1161,408
109,1156,417
110,1153,426
111,1147,441
112,1144,452
113,1143,463
114,1142,470
115,1142,485
116,1141,503
117,1137,526
118,1129,550
119,1130,570
120,1132,590
121,1140,613
122,1151,632
123,1163,648
124,1176,654
125,1176,654
126,1176,654
127,1176,654
128,1176,654
129,1176,654
130,1176,654
131,1176,654
132,1176,654
133,1176,654
134,1176,654
135,1176,654
136,1176,654
137,1176,654
138,1179,655
139,1182,656
140,1185,657
141,1188,658
142,1191,659
143,1194,660
144,1197,661
145,1200,662
146,1203,663
147,1203,663
148,1203,663
149,1203,663
150,1203,663
151,1203,663
152,1202,666
153,1202,666
154,1202,666
155,1202,666
156,1202,666
157,1202,666
158,1202,666
159,1202,666
160,1202,666
161,1202,666
162,1202,666
163,1202,666
164,1202,666
165,1202,666
166,1202,666
167,1208,669
168,1208,669
169,1208,669
170,1208,669
171,1208,669
172,1208,669
173,1208,669
174,1208,669
175,1208,669
176,1208,669
177,1208,669
178,1208,669
179,1208,669
180,1208,669
181,1208,669
182,1208,669
183,1208,669
184,1208,669
185,1208,669
186,1208,669
187,1208,669
188,1209,661
189,1222,652
190,1246,674
191,1237,706
192,1210,711
193,1186,686
194,1177,672
195,1168,682
196,1147,728
197,1127,749
198,1098,744
199,1024,719
200,945,697
201,882,694
202,836,694
203,800,693
204,723,692
205,676,678
206,668,670
207,666,668
208,645,654
209,644,645
210,652,628
211,660,612
212,649,583
213,636,541
214,630,502
215,611,458
216,608,426
217,607,400
218,606,369
219,606,343
220,611,311
221,616,282
222,622,276
223,631,275
224,650,275
225,680,278
226,697,279
227,719,281
228,740,283
229,760,282
230,796,281
231,857,280
232,908,279
233,945,278
234,992,277
235,1058,272
236,1111,267
237,1137,264
238,1153,262
239,1160,262
240,1166,264
241,1174,268
242,1177,269
243,1178,268
244,1178,275
245,1178,276
246,1179,275
247,1178,276
248,1176,286
249,1169,301
250,1167,304
251,1168,304
252,1170,302
253,1176,273
254,1188,225
255,1188,225
256,1188,235
257,1189,252
258,1217,264
259,1260,292
260,1262,338
261,1229,384
262,1266,432
263,1343,485
264,1370,502
265,1389,511
266,1396,513
267,1397,512
268,1398,511
269,1399,510
270,1391,506
271,1310,490
272,1306,484
273,1322,491
274,1313,524
275,1276,546
276,1270,545
277,1310,542
278,1421,549
279,1490,573
280,1479,603
281,1452,620
282,1442,619
283,1471,599
284,1595,587
285,1702,628
286,1717,688
287,1709,700
288,1704,683
289,1724,660
290,1758,671
291,1807,721
292,1811,779
293,1783,816
294,1732,828
295,1714,828
296,1714,828
297,1714,828
298,1714,828
299,1714,828
300,1714,828
301,1714,828
302,1714,828
303,1711,828
304,1656,824
305,1572,813
306,1466,799
307,1362,784
308,1217,766
309,1053,777
310,877,798
311,736,855
312,558,979
313,442,1061
314,405,1075
315,405,1075
316,405,1075
317,405,1075
318,404,1076
319,403,1077
320,402,1078
321,386,1067
322,367,1037
323,351,1019
324,328,1014
325,317,1009
326,309,1004
327,286,987
328,233,924
329,211,863
330,210,863
331,209,863
332,208,863
333,207,863
334,206,863
335,205,863
336,204,863
337,203,863
338,202,863
339,201,863
340,200,863
341,199,863
342,198,863
343,197,863
344,196,863
345,195,863
346,194,863
347,193,863
348,192,863
349,192,863
350,191,864
351,190,865
352,189,866
353,188,867
354,187,868
355,186,869
356,186,869
357,186,869
358,186,869
359,186,869
360,186,869
361,186,869
362,186,869
363,185,869
364,184,869
365,183,869
366,183,869
367,183,869
368,183,869
369,182,869
370,181,869
371,180,869
372,180,869
373,180,869
374,180,869
375,179,870
376,179,870
377,194,865
