,pos_X,pos_Y
0,528,745
1,528,745
2,528,745
3,528,745
4,528,745
5,528,745
6,528,745
7,528,745
8,528,745
9,528,745
10,528,745
11,528,745
12,528,745
13,528,745
14,528,745
15,528,745
16,528,745
17,528,745
18,528,745
19,528,745
20,528,745
21,528,745
22,528,745
23,528,745
24,528,745
25,528,745
26,528,745
27,534,745
28,540,745
29,545,744
30,550,743
31,555,742
32,560,741
33,565,740
34,570,739
35,575,738
36,580,738
37,585,738
38,590,738
39,595,738
40,600,737
41,605,737
42,610,737
43,615,736
44,620,736
45,625,736
46,630,736
47,635,736
48,640,736
49,645,736
50,650,736
51,655,736
52,660,736
53,665,736
54,670,736
55,675,736
56,680,736
57,685,736
58,690,736
59,695,736
60,700,736
61,705,736
62,710,736
63,715,736
64,720,736
65,725,736
66,730,736
67,735,735
68,740,734
69,745,733
70,749,732
71,753,731
72,757,730
73,761,729
74,765,728
75,769,727
76,774,726
77,779,726
78,784,726
79,789,726
80,794,726
81,799,725
82,804,724
83,809,723
84,814,722
85,819,721
86,824,721
87,829,721
88,834,721
89,839,721
90,844,721
91,849,721
92,854,721
93,859,721
94,864,721
95,864,721
96,871,721
97,878,721
98,885,721
99,892,721
100,899,721
101,906,721
102,913,721
103,920,721
104,927,721
105,934,721
106,941,721
107,948,721
108,955,721
109,962,721
110,969,721
111,976,721
112,983,721
113,983,721
114,983,721
115,990,721
116,997,721
117,1004,721
118,1011,721
119,1018,721
120,1025,721
121,1032,721
122,1039,721
123,1046,721
124,1053,721
125,1060,721
126,1067,721
127,1074,721
128,1081,721
129,1088,721
130,1095,721
131,1102,721
132,1109,721
133,1116,721
134,1123,721
135,1130,722
136,1130,722
137,1130,722
138,1137,722
139,1144,722
140,1150,722
141,1155,722
142,1160,722
143,1165,722
144,1170,722
145,1176,722
146,1181,722
147,1186,722
148,1191,722
149,1196,722
150,1201,722
151,1206,722
152,1211,722
153,1216,722
154,1221,722
155,1225,721
156,1230,721
157,1235,721
158,1239,721
159,1243,721
160,1247,721
161,1247,721
162,1247,721
163,1247,721
164,1247,721
165,1247,721
166,1247,721
167,1247,721
168,1247,721
169,1247,721
170,1247,721
171,1247,721
172,1247,721
173,1247,721
174,1247,721
175,1246,720
176,1245,719
177,1244,718
178,1243,717
179,1242,716
180,1241,715
181,1240,714
182,1239,713
183,1238,712
184,1237,711
185,1236,710
186,1235,709
187,1234,708
188,1233,707
189,1232,706
190,1231,705
191,1230,704
192,1229,703
193,1228,702
194,1227,701
195,1226,700
196,1225,699
197,1224,698
198,1223,697
199,1222,696
200,1221,695
201,1220,694
202,1219,693
203,1218,692
204,1217,691
205,1216,690
206,1215,689
207,1214,688
208,1213,687
209,1212,686
210,1211,685
211,1210,684
212,1209,683
213,1208,682
214,1207,681
215,1206,680
216,1205,679
217,1204,678
218,1203,677
219,1202,676
220,1201,675
221,1200,674
222,1199,673
223,1198,672
224,1197,671
225,1196,670
226,1195,669
227,1194,668
228,1193,667
229,1192,666
230,1191,665
231,1190,664
232,1189,663
233,1188,662
234,1187,661
235,1186,660
236,1185,659
237,1184,658
238,1183,657
239,1182,656
240,1181,655
241,1180,654
242,1179,653
243,1178,652
244,1177,651
245,1176,650
246,1175,649
247,1174,648
248,1173,647
249,1172,646
250,1171,645
251,1170,644
252,1169,643
253,1168,642
254,1167,641
255,1166,640
256,1165,638
257,1164,637
258,1163,636
259,1162,635
260,1161,634
261,1160,633
262,1160,631
263,1160,629
264,1160,627
265,1160,625
266,1160,623
267,1160,621
268,1160,619
269,1161,617
270,1162,615
271,1168,611
272,1169,608
273,1168,607
274,1167,606
275,1166,605
276,1165,604
277,1164,603
278,1163,602
279,1162,601
280,1161,600
281,1160,599
282,1159,598
283,1158,597
284,1157,596
285,1156,595
286,1155,594
287,1154,593
288,1153,592
289,1152,591
290,1151,590
291,1150,589
292,1149,588
293,1148,587
294,1147,586
295,1146,585
296,1145,584
297,1144,583
298,1143,582
299,1142,581
300,1141,580
301,1140,579
302,1139,578
303,1138,577
304,1137,576
305,1136,575
306,1135,574
307,1134,573
308,1133,572
309,1132,571
310,1131,570
311,1130,569
312,1129,568
313,1128,567
314,1127,566
315,1126,565
316,1125,564
317,1124,563
318,1123,562
319,1122,561
320,1121,560
321,1120,559
322,1119,558
323,1118,557
324,1117,556
325,1116,555
326,1115,554
327,1115,553
328,1115,552
329,1115,551
330,1115,550
331,1115,549
332,1115,548
333,1115,547
334,1115,546
335,1115,545
336,1115,544
337,1115,543
338,1115,542
339,1115,541
340,1115,540
341,1115,539
342,1115,538
343,1115,537
344,1115,536
345,1116,534
346,1117,532
347,1118,529
348,1119,526
349,1120,523
350,1121,520
351,1122,517
352,1123,514
353,1124,511
354,1125,508
355,1126,505
356,1127,502
357,1128,499
358,1129,496
359,1130,494
360,1130,492
361,1130,490
362,1130,488
363,1130,486
364,1130,485
365,1130,483
366,1130,481
367,1130,480
368,1130,479
369,1130,478
370,1130,477
371,1130,476
372,1130,475
373,1130,474
374,1130,473
375,1130,472
376,1130,471
377,1130,470
378,1130,469
379,1130,468
380,1130,467
381,1130,466
382,1130,465
383,1130,464
384,1130,463
385,1130,462
386,1130,461
387,1130,460
388,1130,459
389,1130,458
390,1130,457
391,1130,456
392,1130,455
393,1130,454
394,1130,453
395,1130,452
396,1130,451
397,1130,450
398,1130,449
399,1130,448
400,1130,447
401,1130,446
402,1130,445
403,1130,444
404,1130,443
405,1130,442
406,1130,442
407,1130,442
408,1130,442
409,1130,442
410,1130,442
411,1130,442
412,1130,442
413,1130,442
414,1130,442
415,1130,442
416,1130,442
417,1130,442
418,1130,442
419,1130,442
420,1130,441
421,1130,440
422,1130,439
423,1130,438
424,1130,437
425,1130,436
426,1130,435
427,1130,434
428,1130,433
429,1130,433
430,1130,433
431,1130,433
432,1130,431
433,1130,429
434,1130,427
435,1131,425
436,1132,423
437,1132,423
438,1132,423
439,1132,422
440,1132,421
441,1132,420
442,1132,419
443,1132,418
444,1132,417
445,1132,416
446,1132,415
447,1132,414
448,1132,413
449,1132,413
450,1132,413
451,1132,413
452,1132,412
453,1132,411
454,1132,410
455,1132,409
456,1132,408
457,1132,407
458,1132,406
459,1132,405
460,1132,404
461,1132,403
462,1132,402
463,1132,401
464,1132,400
465,1132,399
466,1132,398
467,1132,397
468,1132,396
469,1132,395
470,1132,394
471,1132,393
472,1132,392
473,1132,391
474,1132,390
475,1132,389
476,1132,388
477,1132,387
478,1133,386
479,1134,385
480,1135,384
481,1136,383
482,1137,382
483,1138,381
484,1139,380
485,1140,379
486,1141,378
487,1142,377
488,1143,377
489,1144,377
490,1144,377
491,1144,377
492,1144,377
493,1144,377
494,1144,377
495,1144,377
496,1144,377
497,1144,377
498,1144,377
499,1143,377
500,1142,377
501,1140,377
502,1139,377
503,1138,377
504,1140,374
505,1143,370
506,1146,366
507,1149,362
508,1153,358
509,1158,355
510,1163,352
511,1168,349
512,1173,346
513,1178,343
514,1182,340
515,1187,337
516,1192,334
517,1197,331
518,1202,328
519,1207,325
520,1212,322
521,1216,320
522,1218,320
523,1220,320
524,1221,320
525,1222,320
526,1223,320
527,1224,320
528,1224,320
529,1224,320
530,1224,320
531,1224,320
532,1224,320
533,1224,320
534,1224,320
535,1224,320
536,1224,320
537,1224,320
538,1224,320
539,1224,320
540,1224,320
541,1224,320
542,1224,320
543,1224,320
544,1224,320
545,1220,319
546,1216,318
547,1212,317
548,1208,317
549,1204,317
550,1200,317
551,1196,317
552,1192,317
553,1188,317
554,1184,317
555,1180,317
556,1176,317
557,1172,317
558,1168,317
559,1164,317
560,1160,317
561,1156,317
562,1152,317
563,1148,317
564,1144,317
565,1140,317
566,1136,317
567,1132,317
568,1128,317
569,1124,317
570,1120,317
571,1116,317
572,1112,316
573,1108,315
574,1104,314
575,1100,313
576,1096,312
577,1092,311
578,1088,310
579,1084,309
580,1080,308
581,1076,308
582,1072,308
583,1068,308
584,1064,307
585,1060,306
586,1056,305
587,1052,304
588,1048,303
