,pos_X,pos_Y
0,1025,609
1,1025,609
2,1025,609
3,1025,609
4,1025,609
5,1025,609
6,1025,609
7,1025,609
8,1025,609
9,1025,609
10,1025,609
11,1025,609
12,1025,609
13,1025,609
14,1025,609
15,1025,609
16,1025,609
17,1025,609
18,1025,609
19,1025,609
20,1025,609
21,1025,609
22,1017,600
23,1009,591
24,1009,591
25,1009,591
26,1009,591
27,1007,600
28,1006,604
29,1006,608
30,1006,612
31,1006,616
32,1006,616
33,1006,620
34,1006,624
35,1006,628
36,1006,632
37,1006,636
38,1006,640
39,1006,644
40,1006,648
41,1006,652
42,1006,656
43,1007,660
44,1007,664
45,1006,668
46,1006,672
47,1006,676
48,1006,680
49,1006,684
50,1006,688
51,1006,692
52,1006,696
53,1005,700
54,1004,704
55,1004,709
56,1004,709
57,1004,709
58,1004,709
59,1004,709
60,1004,709
61,1004,709
62,1004,709
63,1004,709
64,1004,709
65,1004,709
66,1002,710
67,1000,711
68,1000,711
69,1000,711
70,987,710
71,976,710
72,966,710
73,956,710
74,945,710
75,945,710
76,945,710
77,945,710
78,945,710
79,945,710
80,945,710
81,945,710
82,952,710
83,956,712
84,960,714
85,964,716
86,968,718
87,972,720
88,976,722
89,980,723
90,984,724
91,988,725
92,991,726
93,995,727
94,998,728
95,1001,729
96,1005,730
97,1008,731
98,1012,732
99,1016,733
100,1020,734
101,1024,735
102,1028,736
103,1032,737
104,1036,738
105,1040,739
106,1044,740
107,1048,741
108,1052,742
109,1056,743
110,1060,744
111,1064,745
112,1068,746
113,1072,747
114,1076,748
115,1080,749
116,1084,750
117,1088,751
118,1092,752
119,1097,751
120,1101,753
121,1112,750
122,1112,750
123,1112,750
124,1112,750
125,1112,750
126,1112,750
127,1112,750
128,1112,750
129,1112,750
130,1112,750
131,1112,750
132,1112,750
133,1112,750
134,1112,750
135,1112,750
136,1112,750
137,1112,750
138,1117,752
139,1121,754
140,1125,756
141,1130,758
142,1135,760
143,1140,762
144,1145,764
145,1150,766
146,1155,768
147,1155,768
148,1155,768
149,1155,768
150,1155,768
151,1155,768
152,1153,772
153,1153,772
154,1153,772
155,1153,772
156,1153,772
157,1153,772
158,1153,772
159,1153,772
160,1153,772
161,1153,772
162,1153,772
163,1153,772
164,1153,772
165,1153,772
166,1153,772
167,1165,779
168,1165,779
169,1165,779
170,1165,779
171,1165,779
172,1165,779
173,1165,779
174,1165,779
175,1165,779
176,1165,779
177,1165,779
178,1165,779
179,1165,779
180,1165,779
181,1165,779
182,1165,779
183,1165,779
184,1165,779
185,1165,779
186,1165,779
187,1165,779
188,1165,779
189,1165,779
190,1165,779
191,1165,779
192,1165,779
193,1165,779
194,1165,779
195,1165,779
196,1165,779
197,1165,779
198,1162,778
199,1159,777
200,1156,776
201,1153,775
202,1150,774
203,1147,772
204,1144,770
205,1141,768
206,1138,766
207,1135,764
208,1132,761
209,1129,758
210,1126,755
211,1123,752
212,1120,749
213,1117,746
214,1114,743
215,1111,740
216,1108,737
217,1105,734
218,1102,731
219,1102,726
220,1103,723
221,1104,720
222,1105,717
223,1106,714
224,1107,711
225,1108,708
226,1109,705
227,1110,702
228,1111,699
229,1112,696
230,1113,693
231,1114,690
232,1115,687
233,1116,684
234,1118,682
235,1120,680
236,1122,678
237,1124,676
238,1126,674
239,1128,672
240,1130,669
241,1132,666
242,1134,664
243,1136,661
244,1138,658
245,1140,655
246,1142,652
247,1144,649
248,1146,646
249,1148,644
250,1150,641
251,1153,638
252,1155,635
253,1156,630
254,1159,620
255,1159,620
256,1159,620
257,1159,620
258,1160,617
259,1161,614
260,1162,611
261,1163,608
262,1164,605
263,1165,602
264,1166,599
265,1167,596
266,1168,593
267,1169,590
268,1170,587
269,1171,584
270,1172,581
271,1173,578
272,1174,575
273,1175,572
274,1176,569
275,1177,566
276,1178,563
277,1179,560
278,1180,558
279,1181,556
280,1183,557
281,1186,559
282,1195,569
283,1214,587
284,1247,614
285,1242,607
286,1231,599
287,1231,599
288,1231,599
289,1231,599
290,1231,599
291,1231,599
292,1231,599
293,1231,599
294,1231,599
295,1231,599
296,1231,599
297,1231,599
298,1231,599
299,1231,599
300,1231,599
301,1231,599
302,1231,599
303,1231,599
304,1231,599
305,1231,599
306,1231,599
307,1231,599
308,1231,599
309,1231,599
310,1231,599
311,1231,599
312,1231,599
313,1231,599
314,1231,599
315,1231,599
316,1231,599
317,1231,599
318,1229,601
319,1227,603
320,1225,604
321,1223,605
322,1223,605
323,1223,605
324,1223,605
325,1223,605
326,1221,605
327,1219,605
328,1217,605
329,1215,605
330,1213,605
331,1211,605
332,1209,605
333,1207,605
334,1205,605
335,1203,605
336,1201,605
337,1199,605
338,1197,605
339,1195,605
340,1193,605
341,1191,605
342,1189,605
343,1187,605
344,1185,605
345,1183,605
346,1181,605
347,1179,605
348,1177,605
349,1177,605
350,1175,606
351,1173,607
352,1171,608
353,1242,688
354,1464,826
355,1724,944
356,1844,1000
357,1900,1024
358,1918,1027
359,1918,1027
360,1918,1027
361,1918,1027
362,1918,1027
363,1916,1027
364,1919,1022
365,1919,1022
366,1919,1022
367,1919,1019
368,1917,946
369,1868,733
370,1809,526
371,1806,527
372,1801,565
373,1812,730
374,1853,875
375,1856,900
376,1842,845
377,1860,866
