,pos_X,pos_Y
0,865,452
1,865,452
2,865,452
3,865,452
4,865,452
5,865,452
6,865,452
7,865,452
8,865,452
9,865,452
10,866,446
11,867,440
12,868,435
13,869,429
14,870,423
15,871,418
16,872,413
17,873,407
18,874,401
19,875,396
20,876,391
21,877,386
22,878,380
23,879,375
24,880,369
25,881,364
26,882,359
27,883,354
28,884,349
29,885,344
30,886,339
31,887,334
32,888,329
33,889,323
34,890,318
35,891,313
36,892,308
37,893,303
38,894,298
39,895,293
40,897,288
41,901,284
42,905,281
43,909,278
44,913,275
45,917,272
46,921,269
47,925,266
48,929,263
49,933,260
50,937,257
51,941,254
52,945,251
53,949,248
54,953,245
55,957,242
56,961,239
57,965,236
58,969,233
59,973,230
60,977,227
61,981,224
62,983,219
63,983,219
64,983,219
65,983,219
66,983,219
67,983,219
68,983,219
69,983,219
70,980,224
71,977,229
72,974,234
73,971,239
74,968,243
75,965,247
76,962,252
77,959,256
78,956,261
79,953,266
80,953,266
81,953,266
82,953,266
83,953,266
84,953,266
85,953,266
86,953,266
87,953,266
88,953,266
89,953,266
90,953,266
91,953,266
92,953,266
93,953,266
94,953,266
95,953,266
96,953,266
97,953,266
98,953,266
99,953,266
100,953,266
101,953,266
102,953,266
103,953,266
104,953,266
105,953,266
106,953,266
107,953,266
108,943,263
109,933,260
110,933,260
111,933,260
112,933,260
113,933,260
114,933,260
115,933,260
116,933,260
117,933,260
118,933,260
119,933,260
120,933,260
121,933,260
122,933,260
123,933,260
124,933,260
125,933,260
126,933,260
127,933,260
128,933,260
129,933,260
130,933,260
131,933,260
132,933,260
133,933,260
134,933,260
135,933,260
136,933,260
137,933,260
138,933,260
139,933,260
140,933,260
141,933,260
142,933,260
143,933,260
144,933,260
145,933,260
146,933,260
147,933,260
148,933,260
149,933,260
150,933,260
151,933,260
152,933,260
153,933,260
154,933,260
155,933,260
156,936,260
157,939,260
158,939,260
159,939,260
160,939,260
161,939,260
162,939,260
163,939,260
164,939,260
165,939,260
166,939,260
167,939,260
168,939,260
169,939,260
170,939,260
171,939,260
172,939,260
173,939,260
174,939,260
175,939,260
176,939,260
177,939,260
178,939,260
179,939,260
180,939,260
181,939,260
182,939,260
183,939,260
184,939,260
185,939,260
186,939,260
187,939,260
188,939,260
189,939,260
190,939,260
191,939,260
192,939,260
193,939,260
194,939,260
195,939,260
196,939,260
197,939,260
198,939,260
199,939,260
200,939,260
201,939,260
202,939,260
203,939,260
204,939,260
205,939,260
206,939,260
207,939,260
208,939,260
209,939,260
210,939,260
211,939,260
212,939,260
213,939,260
214,939,260
215,939,260
216,939,260
217,939,260
218,939,260
219,939,260
220,939,260
221,939,260
222,939,260
223,929,260
224,929,260
225,929,260
226,929,260
227,929,260
228,929,260
229,920,260
230,910,260
231,901,260
232,890,260
233,890,260
234,890,260
235,890,260
236,890,260
237,890,260
238,890,260
239,890,260
240,890,260
241,890,260
242,890,260
243,890,260
244,890,260
245,890,260
246,890,260
247,890,260
248,890,260
249,890,260
250,890,260
251,890,260
252,890,260
253,890,260
254,890,260
255,890,260
256,890,260
257,890,260
258,882,260
259,874,260
260,866,260
261,858,260
262,850,260
263,841,260
264,832,260
265,832,260
266,832,260
267,823,260
268,823,260
269,823,260
270,823,260
271,823,260
272,823,260
273,823,260
274,823,260
275,823,260
276,823,260
277,823,260
278,823,260
279,823,260
280,823,260
281,823,260
282,814,261
283,814,261
284,806,261
285,798,261
286,798,261
287,789,261
288,789,261
289,789,261
290,779,261
291,768,261
292,768,261
293,768,261
294,768,261
295,768,261
296,768,261
297,768,261
298,768,261
299,768,261
300,768,261
301,768,261
302,768,261
303,768,261
304,768,261
305,768,261
306,768,261
307,768,261
308,768,261
309,768,261
310,768,261
311,771,261
312,774,261
313,774,261
314,774,261
315,774,261
316,782,260
317,785,260
318,785,260
319,785,260
320,785,260
321,785,260
322,797,261
323,797,261
324,797,261
325,797,261
326,797,261
327,797,261
328,797,261
329,797,261
330,806,260
331,806,260
332,806,260
333,815,259
334,824,258
335,824,258
336,824,258
337,824,258
338,836,260
339,836,260
340,848,262
341,860,264
342,860,264
343,860,264
344,860,264
345,860,264
346,860,264
347,860,264
348,860,264
349,872,264
350,872,264
351,872,264
352,872,264
353,872,264
354,872,264
355,872,264
356,872,264
357,872,264
358,872,264
359,872,264
360,872,264
361,872,264
362,872,264
363,872,264
364,872,264
365,872,264
366,872,264
367,872,264
368,872,264
369,872,264
370,872,264
371,872,264
372,872,264
373,872,264
374,872,264
375,872,264
376,872,264
377,872,264
378,872,264
379,872,264
380,872,264
381,872,264
382,872,264
383,872,264
384,872,264
385,872,264
386,872,264
387,872,264
388,872,264
389,872,264
390,872,264
391,872,264
392,872,264
393,872,264
394,872,264
395,872,264
396,872,264
397,875,264
398,878,264
399,878,264
400,878,264
401,878,264
402,878,264
403,878,264
404,881,264
405,881,264
406,881,264
407,881,264
408,881,264
409,881,264
410,881,264
411,881,264
412,881,264
413,881,264
414,881,264
415,881,264
416,881,264
417,881,264
418,881,264
419,881,264
420,881,264
421,881,264
422,881,264
423,881,264
424,881,264
425,881,264
426,881,264
427,881,264
428,881,264
429,881,264
430,881,264
431,881,264
432,881,264
433,881,264
434,881,264
435,881,264
436,881,264
437,881,264
438,881,264
439,881,264
440,881,264
441,881,264
442,881,264
443,881,264
444,881,264
445,881,264
446,881,264
447,881,264
448,881,264
449,881,264
450,881,264
451,881,264
452,881,264
453,872,264
454,872,264
455,863,264
456,854,264
457,845,264
458,836,264
459,827,264
460,827,264
461,818,264
462,810,264
463,801,264
464,792,264
465,783,264
466,773,263
467,763,262
468,753,262
469,753,262
470,753,262
471,753,262
472,753,262
473,753,262
474,753,262
475,753,262
476,753,262
477,753,262
478,753,262
479,753,262
480,753,262
481,753,262
482,753,262
483,753,262
484,753,262
485,753,262
486,753,262
487,753,262
488,753,262
