,pos_X,pos_Y
0,603,667
1,603,667
2,603,667
3,603,667
4,603,667
5,603,667
6,603,667
7,603,667
8,603,667
9,603,667
10,603,667
11,603,667
12,603,667
13,603,667
14,603,667
15,603,667
16,599,671
17,595,675
18,591,678
19,587,681
20,583,684
21,579,687
22,575,690
23,571,693
24,567,696
25,563,699
26,563,699
27,563,699
28,563,699
29,563,699
30,563,699
31,563,699
32,563,699
33,563,699
34,563,699
35,563,699
36,563,699
37,563,699
38,563,699
39,560,705
40,557,711
41,553,715
42,549,719
43,545,723
44,541,727
45,537,731
46,533,735
47,529,739
48,524,743
49,519,747
50,519,747
51,519,747
52,519,747
53,519,747
54,519,747
55,519,747
56,519,747
57,519,747
58,519,747
59,519,747
60,519,747
61,519,747
62,519,747
63,519,747
64,519,747
65,519,747
66,519,747
67,519,747
68,519,747
69,519,747
70,519,747
71,519,747
72,519,747
73,519,747
74,519,747
75,519,747
76,519,747
77,519,747
78,519,747
79,519,747
80,519,747
81,519,747
82,519,747
83,519,747
84,519,747
85,519,747
86,511,734
87,502,722
88,493,710
89,483,698
90,475,688
91,467,678
92,460,667
93,453,656
94,453,656
95,453,656
96,453,656
97,453,656
98,453,656
99,453,656
100,453,656
101,453,656
102,453,656
103,453,656
104,453,656
105,453,656
106,453,656
107,453,656
108,453,656
109,453,656
110,453,656
111,453,656
112,453,656
113,453,656
114,453,656
115,453,656
116,453,656
117,453,656
118,453,656
119,453,656
120,453,656
121,453,656
122,453,656
123,453,656
124,453,656
125,453,656
126,453,656
127,453,656
128,453,656
129,453,656
130,453,656
131,453,656
132,453,656
133,462,666
134,471,676
135,471,676
136,471,676
137,471,676
138,471,676
139,471,676
140,471,676
141,471,676
142,471,676
143,489,694
144,507,712
145,521,727
146,534,744
147,547,761
148,547,761
149,547,761
150,547,761
151,547,761
152,547,761
153,547,761
154,547,761
155,547,761
156,562,779
157,577,797
158,595,815
159,613,833
160,613,833
161,613,833
162,613,833
163,613,833
164,613,833
165,613,833
166,613,833
167,613,833
168,613,833
169,626,850
170,639,867
171,652,884
172,652,884
173,652,884
174,666,899
175,679,916
176,692,933
177,707,953
178,720,976
179,720,976
180,720,976
181,720,976
182,735,996
183,750,1016
184,750,1016
185,750,1016
186,765,1036
187,780,1056
188,780,1056
189,780,1056
190,780,1056
191,780,1056
192,780,1056
193,780,1056
194,780,1056
195,780,1056
196,780,1056
197,780,1056
198,780,1056
199,780,1056
200,780,1056
201,780,1056
202,780,1056
203,780,1056
204,793,1079
205,793,1079
206,793,1079
207,793,1079
208,793,1079
209,793,1079
210,793,1079
211,793,1079
212,793,1079
213,793,1079
214,793,1079
215,793,1079
216,793,1079
217,793,1079
218,793,1079
219,793,1079
220,793,1079
221,793,1079
222,793,1079
223,793,1079
224,793,1079
225,793,1079
226,793,1079
227,793,1079
228,793,1079
229,793,1079
230,793,1079
231,793,1079
232,793,1079
233,793,1079
234,793,1079
235,787,1079
236,781,1079
237,775,1079
238,769,1079
239,763,1079
240,757,1079
241,751,1079
242,745,1079
243,740,1079
244,735,1079
245,730,1079
246,725,1079
247,720,1079
248,715,1079
249,710,1079
250,705,1079
251,699,1079
252,694,1079
253,689,1073
254,684,1061
255,679,1047
256,669,1031
257,659,1015
258,645,996
259,631,977
260,620,963
261,610,947
262,598,931
263,588,919
264,578,907
265,569,893
266,559,882
267,549,871
268,539,861
269,529,851
270,519,841
271,508,828
272,505,803
273,505,803
274,505,803
275,505,803
276,505,803
277,500,789
278,497,764
279,497,764
280,497,764
281,497,764
282,497,764
283,497,764
284,497,764
285,497,764
286,498,755
287,499,746
288,500,737
289,501,727
290,502,717
291,510,699
292,510,699
293,510,699
294,510,699
295,510,699
296,510,699
297,512,706
298,514,713
299,518,723
300,522,733
301,524,740
302,527,747
303,530,754
304,530,754
305,530,754
306,530,754
307,530,754
308,530,754
309,530,754
310,530,754
311,549,766
312,572,775
313,595,784
314,602,792
315,602,792
316,602,792
317,602,792
318,602,792
319,602,792
320,602,792
321,619,801
322,619,801
323,619,801
324,619,801
325,619,801
326,619,801
327,619,801
328,619,801
329,619,801
330,619,801
331,619,801
332,619,801
333,619,801
334,619,801
335,619,801
336,619,801
337,619,801
338,619,801
339,619,801
340,603,793
341,587,785
342,570,776
343,554,768
344,538,760
345,522,752
346,507,745
347,491,737
348,475,729
349,475,729
350,475,729
351,475,729
352,475,729
353,475,729
354,475,729
355,475,729
356,475,729
357,475,729
358,475,729
359,475,729
360,475,729
361,475,729
362,475,729
363,475,729
364,475,729
365,475,729
366,475,729
367,475,729
368,475,729
369,482,729
370,488,729
371,494,729
372,494,729
373,494,729
374,504,732
375,514,735
376,525,737
377,536,739
378,547,741
379,557,744
380,569,746
381,581,748
382,594,750
383,607,752
384,620,754
385,631,757
386,643,759
387,655,761
388,668,763
389,680,765
390,680,765
391,676,774
392,672,783
393,668,791
394,664,799
395,664,799
396,664,799
397,682,802
398,700,805
399,715,807
400,730,809
401,745,811
402,760,814
403,774,817
404,788,820
405,788,820
406,788,820
407,788,820
408,788,820
409,788,820
410,788,820
411,788,820
412,803,823
413,817,826
414,831,829
415,845,832
416,859,835
417,879,841
418,879,841
419,879,841
420,879,841
421,879,841
422,900,852
423,920,858
424,940,864
425,959,872
426,979,878
427,999,884
428,1018,892
429,1037,900
430,1054,907
431,1071,914
432,1088,921
433,1105,928
434,1122,935
435,1139,942
436,1156,949
437,1173,956
438,1189,962
439,1209,971
440,1229,980
441,1229,980
442,1229,980
443,1229,980
444,1229,980
445,1229,980
446,1229,980
447,1229,980
448,1229,980
449,1229,980
450,1229,980
451,1229,980
452,1229,980
453,1229,980
454,1229,980
455,1229,980
456,1229,980
457,1229,980
458,1229,980
459,1229,980
460,1229,980
461,1229,980
462,1229,980
463,1229,980
464,1229,980
465,1229,980
466,1229,980
467,1229,980
468,1229,980
469,1229,980
470,1234,975
471,1239,970
472,1240,961
473,1239,951
474,1239,941
475,1239,931
476,1241,922
477,1243,913
478,1245,905
479,1248,898
480,1248,898
481,1248,898
482,1248,898
483,1251,890
484,1254,882
485,1259,877
486,1264,873
487,1270,868
488,1276,863
489,1282,858
490,1288,853
491,1288,853
492,1288,853
493,1286,837
494,1284,821
495,1282,805
496,1279,790
497,1277,776
498,1275,762
499,1273,748
500,1270,733
501,1267,719
502,1264,705
503,1260,690
504,1256,675
505,1252,660
506,1248,645
507,1244,630
508,1240,615
509,1236,600
510,1231,585
511,1227,570
512,1220,557
513,1213,544
514,1205,535
515,1197,526
516,1189,517
517,1181,508
518,1174,494
519,1167,480
520,1162,465
521,1157,450
522,1152,435
523,1146,419
524,1141,404
525,1136,389
526,1136,389
527,1136,389
528,1136,389
529,1136,389
530,1136,389
531,1139,378
532,1142,367
533,1146,358
534,1149,347
535,1152,336
536,1153,324
537,1158,317
538,1163,310
539,1166,298
540,1171,291
541,1176,284
542,1179,264
543,1179,264
544,1179,264
545,1179,264
546,1179,264
547,1179,264
548,1179,264
549,1179,264
550,1179,264
551,1179,264
552,1179,264
553,1179,264
554,1179,264
555,1179,264
556,1179,264
557,1179,264
558,1179,264
559,1179,264
560,1179,264
561,1179,264
562,1175,263
563,1171,262
564,1167,261
565,1163,260
566,1159,259
567,1155,258
568,1151,257
569,1147,256
570,1143,255
571,1139,254
572,1135,253
573,1131,252
574,1127,251
575,1123,250
576,1119,249
577,1115,248
578,1111,247
579,1107,246
580,1103,245
581,1099,244
582,1095,243
583,1091,242
584,1087,241
585,1083,240
586,1079,239
587,1075,238
588,1071,237
589,1067,236
590,1061,237
591,1055,238
592,1048,239
593,1041,240
594,1034,241
595,1027,242
596,1020,243
597,1013,244
598,1006,245
599,999,246
600,992,247
601,985,248
602,978,249
603,971,250
604,964,251
