,pos_X,pos_Y
0,1280,308
1,1281,307
2,1283,307
3,1284,306
4,1285,305
5,1286,304
6,1286,304
7,1286,304
8,1288,305
9,1290,306
10,1292,307
11,1294,308
12,1298,308
13,1298,308
14,1298,310
15,1298,312
16,1298,314
17,1298,317
18,1298,320
19,1300,321
20,1302,322
21,1307,322
22,1307,322
23,1307,322
24,1307,322
25,1307,322
26,1307,322
27,1307,322
28,1312,322
29,1312,322
30,1312,322
31,1312,322
32,1312,322
33,1312,322
34,1312,322
35,1312,322
36,1312,322
37,1312,322
38,1312,322
39,1312,322
40,1312,322
41,1312,322
42,1312,322
43,1312,322
44,1312,322
45,1312,322
46,1312,322
47,1312,322
48,1312,322
49,1312,322
50,1312,322
51,1312,322
52,1312,322
53,1312,322
54,1312,322
55,1312,322
56,1312,322
57,1312,322
58,1312,322
59,1312,322
60,1312,322
61,1312,322
62,1312,322
63,1312,322
64,1312,322
65,1312,322
66,1312,322
67,1312,322
68,1312,322
69,1312,322
70,1312,322
71,1312,322
72,1312,322
73,1312,322
74,1309,326
75,1307,330
76,1305,334
77,1302,338
78,1300,342
79,1298,346
80,1296,350
81,1294,355
82,1292,359
83,1289,363
84,1287,368
85,1285,372
86,1283,377
87,1281,382
88,1278,386
89,1276,390
90,1274,394
91,1271,398
92,1269,402
93,1266,406
94,1263,410
95,1260,413
96,1257,416
97,1254,419
98,1251,423
99,1248,427
100,1245,431
101,1242,436
102,1240,441
103,1238,446
104,1235,451
105,1232,456
106,1230,461
107,1228,466
108,1225,471
109,1223,477
110,1221,482
111,1218,486
112,1216,491
113,1214,496
114,1211,501
115,1209,506
116,1206,511
117,1203,516
118,1200,520
119,1197,524
120,1194,528
121,1191,533
122,1188,538
123,1184,543
124,1181,549
125,1178,554
126,1175,559
127,1172,565
128,1169,571
129,1166,576
130,1162,581
131,1158,586
132,1155,591
133,1155,591
134,1155,589
135,1155,587
136,1155,585
137,1155,583
138,1155,581
139,1157,581
140,1158,583
141,1161,579
142,1161,579
143,1161,579
144,1161,579
145,1161,579
146,1161,579
147,1161,579
148,1161,579
149,1161,579
150,1161,579
151,1161,579
152,1161,579
153,1161,579
154,1159,577
155,1158,575
156,1157,572
157,1156,569
158,1155,566
159,1154,563
160,1153,559
161,1151,553
162,1151,553
163,1151,553
164,1151,553
