,pos_X,pos_Y
0,597,709
1,597,709
2,597,709
3,597,709
4,597,709
5,597,709
6,597,709
7,597,709
8,597,709
9,597,709
10,597,709
11,597,709
12,597,709
13,597,709
14,597,709
15,599,707
16,599,707
17,599,707
18,599,707
19,599,707
20,599,707
21,599,707
22,599,707
23,599,707
24,599,707
25,599,707
26,599,707
27,599,707
28,599,707
29,601,705
30,601,705
31,601,705
32,603,703
33,603,703
34,603,703
35,603,703
36,603,703
37,603,703
38,603,703
39,605,701
40,607,699
41,609,697
42,611,695
43,613,693
44,613,693
45,615,690
46,615,690
47,617,687
48,619,684
49,621,681
50,623,678
51,625,676
52,627,673
53,629,670
54,631,667
55,632,664
56,633,661
57,634,658
58,635,655
59,636,652
60,637,649
61,638,646
62,640,643
63,641,640
64,643,637
65,645,634
66,647,631
67,648,628
68,650,625
69,651,622
70,652,619
71,653,616
72,654,613
73,655,610
74,656,607
75,658,604
76,659,601
77,660,598
78,661,595
79,663,592
80,665,589
81,667,586
82,669,583
83,671,580
84,673,577
85,673,577
86,673,577
87,673,581
88,673,581
89,673,581
90,673,585
91,673,589
92,680,591
93,680,591
94,680,595
95,680,599
96,680,603
97,680,603
98,680,603
99,680,607
100,680,611
101,683,617
102,683,617
103,683,617
104,683,617
105,683,617
106,683,617
107,683,617
108,691,619
109,691,619
110,691,619
111,691,619
112,691,619
113,691,619
114,691,619
115,691,619
116,691,619
117,691,619
118,691,619
119,691,619
120,691,619
121,691,619
122,691,619
123,691,622
124,699,621
125,699,625
126,699,629
127,699,633
128,699,637
129,699,641
130,699,645
131,699,649
132,702,656
133,702,656
134,702,656
135,702,656
136,702,656
137,702,656
138,702,656
139,702,656
140,702,656
141,702,656
142,702,656
143,702,656
144,702,656
145,702,656
146,702,656
147,707,657
148,712,658
149,717,659
150,722,660
151,727,661
152,732,662
153,738,663
154,738,663
155,738,663
156,744,664
157,750,665
158,756,666
159,762,667
160,769,669
161,769,669
162,769,669
163,769,669
164,769,669
165,777,671
166,785,673
167,785,673
168,790,674
169,794,675
170,799,676
171,804,677
172,809,678
173,814,679
174,818,680
175,822,681
176,826,682
177,830,683
178,830,683
179,830,683
180,830,683
181,830,683
182,830,683
183,830,683
184,830,683
185,830,683
186,830,683
187,830,683
188,835,684
189,840,685
190,845,686
191,849,687
192,854,688
193,858,689
194,862,690
195,866,691
196,870,692
197,874,693
198,874,693
199,874,693
200,874,693
201,874,693
202,874,693
203,874,693
204,874,693
205,874,693
206,874,693
207,879,692
208,884,691
209,890,690
210,896,689
211,902,688
212,907,687
213,914,686
214,921,685
215,928,683
216,935,682
217,942,681
218,948,681
219,954,681
220,959,681
221,964,681
222,970,681
223,974,681
224,978,681
225,982,681
226,986,681
227,990,681
228,994,681
229,998,681
230,1002,681
231,1006,681
232,1010,681
233,1010,681
234,1012,684
235,1012,684
236,1012,684
237,1012,684
238,1012,684
239,1012,684
240,1012,684
241,1012,684
242,1012,684
243,1012,684
244,1012,684
245,1012,684
246,1020,683
247,1025,682
248,1032,680
249,1038,679
250,1045,677
251,1052,676
252,1058,675
253,1064,675
254,1070,675
255,1075,675
256,1080,675
257,1085,675
258,1092,674
259,1092,674
260,1092,674
261,1092,674
262,1092,674
263,1092,674
264,1092,674
265,1092,674
266,1092,674
267,1099,670
268,1105,668
269,1110,667
270,1115,666
271,1120,665
272,1125,664
273,1130,663
274,1135,662
275,1140,661
276,1146,659
277,1152,657
278,1158,655
279,1164,653
280,1170,650
281,1170,650
282,1170,650
283,1170,650
284,1170,650
285,1170,650
286,1170,650
287,1170,650
288,1170,650
289,1170,650
290,1170,650
291,1170,650
292,1170,650
293,1170,650
294,1175,649
295,1180,648
296,1184,647
297,1188,646
298,1192,645
299,1196,644
300,1201,643
301,1207,641
302,1213,639
303,1220,637
304,1226,635
305,1232,633
306,1237,632
307,1242,631
308,1247,630
309,1252,629
310,1257,628
311,1262,627
312,1267,626
313,1272,625
314,1277,624
315,1282,623
316,1282,623
317,1282,623
318,1282,623
319,1282,623
320,1282,623
321,1282,623
322,1282,623
323,1282,623
324,1282,623
325,1282,623
326,1282,623
327,1282,623
328,1282,623
329,1282,623
330,1282,623
331,1282,623
332,1278,617
333,1274,613
334,1270,609
335,1266,605
336,1260,601
337,1254,597
338,1248,593
339,1248,593
340,1248,593
341,1248,593
342,1248,593
343,1242,589
344,1237,586
345,1233,582
346,1229,578
347,1223,574
348,1217,570
349,1212,567
350,1208,564
351,1208,564
352,1208,564
353,1208,564
354,1208,564
355,1208,564
356,1208,564
357,1208,564
358,1208,564
359,1208,564
360,1208,564
361,1208,564
362,1208,564
363,1208,564
364,1208,564
365,1201,566
366,1201,566
367,1203,567
368,1205,567
369,1205,567
370,1205,567
371,1205,567
372,1205,567
373,1205,567
374,1205,567
375,1205,567
376,1205,567
377,1205,567
378,1205,567
379,1205,567
380,1205,567
381,1205,567
382,1205,567
383,1205,567
384,1205,567
385,1205,567
386,1205,567
387,1205,567
388,1205,567
389,1205,567
390,1205,567
391,1205,567
392,1205,567
393,1205,567
394,1205,567
395,1205,567
396,1205,567
397,1205,567
398,1205,567
399,1207,560
400,1207,560
401,1207,560
402,1207,560
403,1207,560
404,1207,560
405,1207,560
406,1207,560
407,1207,560
408,1207,560
409,1207,560
410,1207,560
411,1207,560
412,1207,560
413,1209,554
414,1211,548
415,1211,548
416,1214,542
417,1216,536
418,1219,531
419,1222,526
420,1225,521
421,1225,521
422,1225,521
423,1225,521
424,1225,521
425,1225,521
426,1225,521
427,1225,521
428,1225,521
429,1225,521
430,1225,521
431,1225,521
432,1225,521
433,1225,521
434,1225,521
435,1225,521
436,1225,521
437,1225,521
438,1225,521
439,1225,521
440,1225,521
441,1225,521
442,1225,521
443,1225,521
444,1225,521
445,1225,521
446,1225,521
447,1225,521
448,1225,521
449,1224,514
450,1224,514
451,1224,514
452,1224,514
453,1224,514
454,1224,514
455,1224,514
456,1224,514
457,1224,514
458,1224,514
459,1224,514
460,1223,507
461,1221,501
462,1219,495
463,1218,488
464,1217,481
465,1216,474
466,1216,474
467,1215,467
468,1215,467
469,1217,460
470,1217,460
471,1217,460
472,1217,460
473,1217,460
474,1217,460
475,1217,460
476,1217,460
477,1217,460
478,1217,460
479,1217,460
480,1217,460
481,1217,460
482,1217,460
483,1217,460
484,1217,460
485,1217,460
486,1217,460
487,1217,460
488,1217,460
489,1217,460
490,1217,460
491,1217,460
492,1217,460
493,1217,460
494,1217,460
495,1217,460
